""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000032249"	1836.14724745485	-1.89217067676097	0.549556425255101	-3.44308716958889	0.000575113908444366	0.0159806220626417
"ENSMUSG00000031217"	439.929743687534	1.0819028760568	0.537831506302106	2.01160189274796	0.0442619197300731	0.237972909607569
"ENSMUSG00000102030"	116.866309185561	-4.64692518425513	1.07095828215897	-4.33903473334859	1.43109905455778e-05	0.00101325844327633
"ENSMUSG00000001440"	33441.489152105	-0.170118518205635	0.351538088599524	-0.483926276334273	0.628438191404444	0.849257086494599
"ENSMUSG00000078924"	0	NA	NA	NA	NA	NA
"ENSMUSG00000021213"	915.234700376794	1.34839812743455	0.409421114375257	3.29342596190257	0.000989744044470445	0.0238821278954541
"ENSMUSG00000026437"	1135.02368027198	0.0655773148953978	0.275076329904559	0.238396793057951	0.811573354506232	0.935449959703698
"ENSMUSG00000038481"	410.875622688661	-0.00812693231679798	0.337972993408171	-0.0240460997633117	0.980815837030665	0.99560366414885
"ENSMUSG00000056204"	492.566176944608	0.0223483161028352	0.369659635658741	0.0604564684564763	0.951792085535756	0.986803056737632
"ENSMUSG00000003119"	3896.67851019573	0.135349400702104	0.34917651267092	0.387624584674353	0.698293872768248	0.883720856626355
"ENSMUSG00000041297"	7905.58925814294	0.591350698339826	0.212071669179791	2.78844741792685	0.00529613441145488	0.0734783836790719
"ENSMUSG00000033862"	635.197785579619	-0.469851029275619	0.327808275557351	-1.43331045708582	0.15176913488459	0.452122617632516
"ENSMUSG00000031065"	3473.91825619508	-0.393564884880856	0.307054421649128	-1.28174309546529	0.199932781887084	0.518911639801275
"ENSMUSG00000020015"	1080.08130220839	-0.137512542530308	0.284172875010294	-0.48390453355313	0.628453622788921	0.849257086494599
"ENSMUSG00000028926"	318.870180857589	-0.226422772861509	0.415051085181065	-0.545529890044097	0.585389128884271	0.825610535182239
"ENSMUSG00000001750"	913.78283929566	-0.143002357684482	0.421330083490122	-0.339406947873055	0.734303185261132	0.900889790530324
"ENSMUSG00000030340"	35.0124900493044	0.378037466617175	0.770938227165558	0.490360256238781	0.623878995111808	0.847274719224018
"ENSMUSG00000110537"	217.523623094485	-1.86548260343149	0.496579836344653	-3.75666200456989	0.000172194814544942	0.00662466836263335
