ensg	ivd ESCs (cardio)	ivd cardiomyocytes	ivd ESCs (mneu)	ivd motor neurons	ivd ESCs (ra)	ivd retinoic acid
ENSMUSG00000017418	1301.0	2282.0	1224.5	2248.5	1565.5	1786.0
ENSMUSG00000024248	6337.0	7408.0	8604.0	8893.5	3313.5	3124.5
ENSMUSG00000096959	658.0	19.0	285.0	29.5	490.0	60.0
ENSMUSG00000030733	1766.0	2011.0	1350.5	1402.0	1884.5	1528.0
ENSMUSG00000031703	1692.0	3204.0	2331.5	5233.5	1422.5	2024.0
ENSMUSG00000008604	7336.0	2407.0	4120.5	2460.5	6305.5	3202.0
ENSMUSG00000024480	941.0	1110.0	1937.5	4358.0	1052.5	1291.5
ENSMUSG00000023022	3159.0	3542.0	813.0	147.5	4668.0	5677.0
ENSMUSG00000044847	385.0	978.0	343.5	847.5	196.0	309.5
ENSMUSG00000059409	3264.0	3663.0	3792.5	2855.5	2912.5	4075.0
ENSMUSG00000021686	3766.0	4389.0	1289.5	745.0	2101.5	2672.0
ENSMUSG00000003559	426.0	405.0	346.5	185.5	289.0	163.5
ENSMUSG00000037337	578.0	143.0	256.0	36.0	365.0	397.5
ENSMUSG00000022178	2537.0	1189.0	3876.5	344.5	3998.5	3469.5
ENSMUSG00000029313	4169.0	2326.0	792.5	259.0	4172.0	4084.5
ENSMUSG00000028538	658.0	252.0	338.5	721.5	168.5	356.5
ENSMUSG00000028581	4128.0	36.0	40.0	1.5	2136.0	122.5
ENSMUSG00000032478	373.0	254.0	1157.0	342.0	349.0	180.5
ENSMUSG00000024422	5511.0	941.0	5411.0	609.5	7034.0	4613.0
ENSMUSG00000022466	980.0	399.0	922.0	594.5	984.5	404.0
ENSMUSG00000029309	1.0	4380.0	34.5	835.0	8.0	28.5
ENSMUSG00000038708	4147.0	5390.0	842.5	1698.5	4514.0	5081.0
ENSMUSG00000040321	976.0	774.0	921.5	622.5	1074.0	740.5
ENSMUSG00000073792	508.0	156.0	493.5	144.5	359.0	426.5
ENSMUSG00000041488	1451.0	743.0	2024.5	154.5	2587.5	4006.5
ENSMUSG00000057963	4737.0	442.0	621.0	331.5	4852.5	645.5
ENSMUSG00000026037	3378.0	622.0	3664.0	1019.0	2927.5	1164.0
ENSMUSG00000034486	640.0	0.0	2578.0	83.5	520.5	30.0
ENSMUSG00000031935	2086.0	783.0	2333.0	845.0	2575.0	1283.0
ENSMUSG00000062825	21601.0	35457.0	23192.5	59550.5	41899.0	107864.0
ENSMUSG00000011589	220.0	130.0	525.0	957.0	296.0	313.0
ENSMUSG00000030310	435.0	0.0	0.5	510.0	167.5	7.5
ENSMUSG00000078619	2218.0	844.0	1404.0	379.5	1885.5	1156.0
ENSMUSG00000033039	560.0	1165.0	298.5	628.5	216.5	1327.0
ENSMUSG00000027207	592.0	597.0	639.5	370.0	566.5	569.5
ENSMUSG00000034175	413.0	183.0	436.0	165.0	307.0	220.5
ENSMUSG00000025034	1877.0	982.0	1117.5	1625.0	1948.5	1572.5
ENSMUSG00000023106	2480.0	757.0	2922.0	1898.5	3364.5	2474.0
ENSMUSG00000037710	978.0	314.0	1873.0	1549.5	909.5	301.5
ENSMUSG00000059005	16960.0	17971.0	16228.5	21137.5	17971.0	13507.0
ENSMUSG00000031988	1209.0	3065.0	1595.0	2814.0	1594.5	1999.0
ENSMUSG00000027603	26.0	86.0	71.0	881.5	40.5	51.0
ENSMUSG00000007458	4389.0	3531.0	4693.5	2113.5	4233.0	3804.0
ENSMUSG00000030275	6940.0	2293.0	1419.5	2682.5	3537.0	2101.0
ENSMUSG00000032177	328.0	750.0	88.0	43.5	114.5	194.5
ENSMUSG00000025366	2850.0	3717.0	373.0	2983.5	2105.0	3293.5
ENSMUSG00000073838	3418.0	2681.0	4050.5	2383.0	3023.0	3063.0
ENSMUSG00000019806	167.0	356.0	339.0	471.5	186.0	276.5
ENSMUSG00000005656	1493.0	4426.0	1164.5	2533.5	1434.5	2368.5
ENSMUSG00000034640	2523.0	7224.0	2896.5	1538.0	2330.0	3006.0
ENSMUSG00000019986	344.0	481.0	461.5	2440.5	224.0	395.0
ENSMUSG00000027637	1263.0	504.0	3919.5	1934.5	2017.0	1746.5
ENSMUSG00000033306	500.0	8233.0	526.5	163.0	671.5	11717.0
ENSMUSG00000023025	5177.0	3848.0	3756.5	1299.5	7399.0	5003.0
ENSMUSG00000028010	1011.0	318.0	1832.0	371.0	1874.5	863.5
ENSMUSG00000017724	3262.0	658.0	2879.0	82.5	1539.0	85.0
ENSMUSG00000030491	576.0	24.0	214.0	5.5	423.0	30.5
ENSMUSG00000022186	2190.0	3978.0	1855.5	4638.5	906.5	777.0
ENSMUSG00000020059	1099.0	291.0	1154.5	33.5	1390.5	279.0
ENSMUSG00000056612	3093.0	1051.0	6677.0	5562.0	4290.0	3324.0
ENSMUSG00000001349	16.0	2374.0	1024.5	6.5	58.5	2171.0
ENSMUSG00000034501	413.0	463.0	432.5	566.0	348.0	305.5
ENSMUSG00000029291	217.0	119.0	100.5	9325.0	253.0	160.0
ENSMUSG00000020642	295.0	1268.0	463.0	1032.0	122.0	185.5
ENSMUSG00000067367	3105.0	281.0	4741.5	1087.0	3756.5	1078.0
ENSMUSG00000042354	6168.0	1629.0	5669.0	1026.0	6268.5	3528.0
ENSMUSG00000037049	93.0	2397.0	370.0	1390.5	125.0	623.5
ENSMUSG00000071528	1577.0	1136.0	5828.5	4828.0	887.0	907.0
ENSMUSG00000025049	905.0	209.0	389.0	281.0	768.0	310.5
ENSMUSG00000005338	15.0	39.0	304.5	5406.0	2.5	60.0
ENSMUSG00000048814	49.0	21.0	42.5	1510.0	56.0	33.5
ENSMUSG00000001440	23562.0	18009.0	28404.0	14474.0	41899.0	21601.0
ENSMUSG00000032135	1409.0	2288.0	204.0	240.5	2604.5	1114.0
ENSMUSG00000025178	2402.0	832.0	1338.0	1238.0	1922.0	1403.5
ENSMUSG00000042156	321.0	1179.0	191.5	1666.5	262.5	1098.0
ENSMUSG00000027663	3521.0	3411.0	2975.5	1830.0	5488.0	7723.0
ENSMUSG00000056820	1603.0	2464.0	1070.5	2635.0	1675.0	2067.0
ENSMUSG00000043391	27.0	588.0	18.5	421.0	9.0	93.0
ENSMUSG00000085795	4.0	2111.0	397.5	693.0	88.0	1528.5
ENSMUSG00000030096	6644.0	3934.0	1366.0	2238.5	4231.5	5972.5
ENSMUSG00000020986	2148.0	4884.0	1570.5	3309.0	2588.5	4535.5
ENSMUSG00000024580	1284.0	586.0	811.5	1013.0	941.5	472.5
ENSMUSG00000057262	24999.0	17976.0	39376.5	24116.0	26397.0	18764.0
ENSMUSG00000000552	341.0	746.0	1346.0	1144.0	598.0	1174.5
ENSMUSG00000020457	4280.0	1848.0	4574.5	4238.0	2851.0	2031.0
ENSMUSG00000059182	1398.0	270.0	1433.0	3586.5	1088.0	887.0
ENSMUSG00000046962	713.0	368.0	518.5	376.5	911.0	977.0
ENSMUSG00000030660	1107.0	2736.0	1238.0	872.5	969.0	3010.0
ENSMUSG00000028109	900.0	134.0	454.0	0.0	576.5	114.5
ENSMUSG00000047878	277.0	25.0	32.0	3.0	70.0	99.5
ENSMUSG00000024145	442.0	187.0	1163.5	288.0	458.5	419.0
ENSMUSG00000037373	1835.0	2852.0	3544.0	10398.0	2176.0	3051.0
ENSMUSG00000024781	223.0	3108.0	281.0	313.5	207.5	792.0
ENSMUSG00000078128	2837.0	794.0	6896.0	2783.5	2284.0	876.0
ENSMUSG00000030780	228.0	401.0	245.5	295.5	182.0	510.5
ENSMUSG00000033671	955.0	1568.0	436.5	918.5	642.0	2002.0
ENSMUSG00000097383	330.0	35.0	73.0	62.5	361.5	269.0
ENSMUSG00000072419	4111.0	24.0	2273.0	7.0	1828.5	213.5
ENSMUSG00000039128	2085.0	1248.0	2987.0	2773.0	1682.0	1524.5
ENSMUSG00000000399	2481.0	3128.0	3678.5	3446.5	2813.5	2117.0
ENSMUSG00000029195	87.0	1.0	4.5	15.5	15.0	1967.0
ENSMUSG00000034205	418.0	23604.0	316.5	409.0	1055.0	14538.0
ENSMUSG00000031931	420.0	304.0	1042.5	445.5	340.0	284.5
ENSMUSG00000069622	45.0	33.0	0.0	43.0	0.0	21.0
ENSMUSG00000030189	7343.0	3788.0	8513.0	2246.0	10928.0	5283.0
ENSMUSG00000021913	4628.0	1872.0	1621.0	805.0	3264.5	1394.0
ENSMUSG00000079083	551.0	604.0	408.5	569.0	405.0	454.0
ENSMUSG00000084957	292.0	331.0	686.0	1398.0	286.5	404.0
ENSMUSG00000020919	329.0	1838.0	167.5	456.0	177.0	421.0
ENSMUSG00000047084	1588.0	361.0	881.5	416.5	740.5	387.5
ENSMUSG00000030662	26451.0	7855.0	20220.0	7423.0	25062.0	13572.0
ENSMUSG00000032480	2630.0	2295.0	2816.0	3148.0	2932.5	2781.5
ENSMUSG00000055491	5256.0	1037.0	3671.0	798.5	8417.0	3999.0
ENSMUSG00000024560	1611.0	1208.0	1564.0	1371.0	1621.5	1664.0
ENSMUSG00000048170	2742.0	1451.0	3079.0	1981.5	4636.5	2669.5
ENSMUSG00000039230	2553.0	801.0	1770.5	3676.5	2154.0	2616.5
ENSMUSG00000027455	3480.0	1737.0	5378.0	5992.0	3168.5	2873.5
ENSMUSG00000006435	353.0	636.0	280.5	115.0	508.5	397.0
ENSMUSG00000035443	1629.0	435.0	4797.0	1282.5	1212.0	596.0
ENSMUSG00000036057	2306.0	2751.0	1938.5	1597.0	3270.5	5258.0
ENSMUSG00000030352	972.0	5834.0	1321.0	152.5	655.0	7084.5
ENSMUSG00000024908	6299.0	5273.0	3504.0	3167.5	5996.0	4849.5
ENSMUSG00000021477	8552.0	12990.0	5063.0	3791.5	3273.0	25030.0
ENSMUSG00000078773	869.0	304.0	464.0	113.0	405.0	268.5
ENSMUSG00000002076	2382.0	31.0	278.0	6.5	1230.5	39.0
ENSMUSG00000021703	215.0	1653.0	584.0	187.0	438.5	2180.0
ENSMUSG00000001627	2224.0	736.0	2483.0	1351.5	3118.0	2165.0
ENSMUSG00000010914	1488.0	419.0	980.0	905.0	1062.0	530.0
ENSMUSG00000019659	650.0	426.0	1224.5	670.0	863.5	543.0
ENSMUSG00000055652	182.0	311.0	376.0	535.5	84.0	344.5
ENSMUSG00000024304	148.0	11947.0	1676.5	10652.5	210.5	4359.5
ENSMUSG00000028800	6560.0	2164.0	4789.0	1715.0	4591.0	3837.5
ENSMUSG00000032434	2691.0	2177.0	365.5	133.0	2407.0	1529.5
ENSMUSG00000039126	1555.0	227.0	736.5	65.0	671.5	167.5
ENSMUSG00000091243	284.0	251.0	303.5	145.0	527.5	952.0
ENSMUSG00000058297	514.0	29.0	178.0	3622.0	113.0	62.0
ENSMUSG00000052584	31.0	44.0	65.0	498.0	30.5	76.5
ENSMUSG00000025757	558.0	606.0	677.5	2014.5	713.0	717.0
ENSMUSG00000021868	1342.0	706.0	1815.0	388.0	1350.0	492.0
ENSMUSG00000063317	897.0	588.0	559.0	521.0	871.0	1046.5
ENSMUSG00000046432	4667.0	9558.0	7447.0	6944.0	5638.0	12108.0
ENSMUSG00000052981	5.0	31.0	66.5	7104.0	1.0	21.0
ENSMUSG00000053289	3785.0	1493.0	2876.5	964.0	3619.0	1651.0
ENSMUSG00000015932	9381.0	25062.0	12467.5	11784.5	12271.0	16705.5
ENSMUSG00000022464	7093.0	29514.0	1845.0	67.0	6035.5	19653.0
ENSMUSG00000097667	237.0	217.0	533.5	118.0	394.0	304.5
ENSMUSG00000032621	1147.0	1331.0	746.5	1131.0	2093.0	2147.0
ENSMUSG00000028552	1183.0	1693.0	1084.5	2299.0	774.5	1527.0
ENSMUSG00000042167	2151.0	1785.0	1498.5	1406.0	2090.0	2200.0
ENSMUSG00000040865	1473.0	1499.0	463.5	609.5	1897.0	1153.5
ENSMUSG00000029304	7520.0	292.0	1617.5	556.0	12144.5	934.5
ENSMUSG00000000202	2.0	0.0	407.5	787.0	1.5	2.0
ENSMUSG00000023882	407.0	426.0	417.0	286.0	328.5	315.0
ENSMUSG00000032437	2611.0	6041.0	3444.0	3470.5	4380.0	6800.5
ENSMUSG00000026032	1763.0	1140.0	1601.5	1163.5	1136.5	958.5
ENSMUSG00000051232	942.0	258.0	532.5	693.0	433.0	415.0
ENSMUSG00000009640	765.0	651.0	1022.0	767.0	1199.0	723.0
ENSMUSG00000027630	1061.0	1943.0	1094.0	1235.5	2633.0	1671.5
ENSMUSG00000032526	129.0	141.0	551.0	538.0	131.0	100.0
ENSMUSG00000048503	335.0	660.0	112.5	396.5	157.0	288.0
ENSMUSG00000050382	421.0	252.0	206.5	94.5	425.0	273.5
ENSMUSG00000035547	927.0	944.0	125.5	335.0	1199.0	79.5
ENSMUSG00000045216	1624.0	2485.0	1515.0	1691.5	3512.0	3538.5
ENSMUSG00000021360	1962.0	51.0	253.0	164.0	1444.0	506.0
ENSMUSG00000022672	1781.0	446.0	989.5	460.5	890.0	959.5
ENSMUSG00000035235	333.0	64.0	1710.5	547.5	526.5	107.5
ENSMUSG00000018167	331.0	592.0	291.0	423.5	330.5	507.0
ENSMUSG00000021532	533.0	124.0	540.0	183.0	942.0	325.5
ENSMUSG00000033565	3022.0	7736.0	2813.0	8420.0	3140.0	4598.0
ENSMUSG00000097832	750.0	17.0	1090.5	240.5	857.0	274.5
ENSMUSG00000087679	673.0	308.0	1043.0	307.5	714.0	370.5
ENSMUSG00000020107	537.0	998.0	1366.0	1498.5	370.5	340.0
ENSMUSG00000001120	374.0	636.0	750.0	2358.5	482.0	156.5
ENSMUSG00000034108	535.0	205.0	386.5	244.5	489.5	363.0
ENSMUSG00000024044	309.0	3205.0	240.5	910.0	234.0	2087.5
ENSMUSG00000096403	3794.0	3041.0	6111.0	3521.5	7331.5	3487.5
ENSMUSG00000057541	2003.0	401.0	1328.0	522.0	1818.5	785.5
ENSMUSG00000033589	791.0	710.0	342.0	133.0	899.0	715.5
ENSMUSG00000019978	3819.0	3620.0	1606.5	482.0	2814.0	3163.5
ENSMUSG00000051650	535.0	43.0	53.0	1.5	864.0	83.0
ENSMUSG00000021464	269.0	1575.0	991.5	120.0	176.0	1151.0
ENSMUSG00000028798	5384.0	5440.0	9168.0	6637.0	6772.5	4153.0
ENSMUSG00000013419	48.0	441.0	331.0	503.5	71.5	583.5
ENSMUSG00000097188	2986.0	725.0	3073.5	774.5	4403.5	1069.5
ENSMUSG00000047694	628.0	702.0	458.0	639.5	501.0	640.0
ENSMUSG00000027784	269.0	899.0	194.5	3297.5	130.5	347.5
ENSMUSG00000019873	425.0	2155.0	696.0	2756.0	762.0	1149.5
ENSMUSG00000075590	227.0	240.0	36.0	521.5	56.0	147.5
ENSMUSG00000033793	2449.0	1413.0	1942.0	4658.0	1786.0	1681.5
ENSMUSG00000021944	236.0	7207.0	33.0	13.5	64.5	8563.0
ENSMUSG00000028980	635.0	638.0	441.5	49.5	76.5	695.5
ENSMUSG00000019851	226.0	239.0	631.5	20.0	882.5	2562.0
ENSMUSG00000038416	2511.0	3188.0	2870.5	3902.5	1939.0	3208.5
ENSMUSG00000020549	1763.0	390.0	2057.0	924.5	2703.5	1048.5
ENSMUSG00000024738	62.0	0.0	1.0	6.5	86.0	1908.0
ENSMUSG00000038412	832.0	1962.0	1508.0	1295.5	1699.0	1030.5
ENSMUSG00000025925	3231.0	1363.0	2963.0	622.0	4359.5	1580.0
ENSMUSG00000031938	561.0	391.0	199.0	426.5	252.5	297.0
ENSMUSG00000021022	673.0	460.0	1490.5	2049.0	557.5	375.5
ENSMUSG00000045594	3099.0	1678.0	554.5	374.5	1485.0	740.0
ENSMUSG00000058186	8827.0	330.0	13251.0	175.5	9286.5	1347.5
ENSMUSG00000066441	492.0	1273.0	936.5	670.0	453.0	720.5
ENSMUSG00000014496	4071.0	1592.0	2326.0	1049.5	3877.0	3450.5
ENSMUSG00000043445	582.0	204.0	1068.5	349.5	1189.5	629.0
ENSMUSG00000026566	1551.0	4606.0	1061.0	2171.0	938.5	3722.0
ENSMUSG00000024712	787.0	566.0	1115.5	2345.0	1267.0	855.0
ENSMUSG00000069184	458.0	386.0	541.0	234.0	227.0	151.5
ENSMUSG00000020658	134.0	1456.0	166.0	1279.5	248.5	167.5
ENSMUSG00000043153	262.0	305.0	189.5	470.0	196.0	271.0
ENSMUSG00000054428	4430.0	2899.0	11738.5	9327.0	3299.0	2659.0
ENSMUSG00000064115	71.0	145.0	60.5	584.5	134.0	91.0
ENSMUSG00000038763	585.0	2682.0	24.0	0.5	311.5	135.5
ENSMUSG00000024369	2035.0	841.0	2415.5	579.0	1661.5	774.5
ENSMUSG00000034341	4215.0	5382.0	2500.5	1707.0	2231.0	1794.0
ENSMUSG00000022911	552.0	595.0	300.0	296.0	381.0	474.0
ENSMUSG00000032114	150.0	286.0	48.5	720.0	65.5	109.5
ENSMUSG00000025408	312.0	539.0	189.5	180.5	145.5	521.5
ENSMUSG00000031758	3217.0	262.0	240.5	188.5	2059.0	168.0
ENSMUSG00000029599	4747.0	1805.0	3509.5	2262.0	4963.5	2814.0
ENSMUSG00000029145	1269.0	705.0	1415.0	931.5	1615.5	916.0
ENSMUSG00000005483	1054.0	1029.0	1822.5	1294.0	2179.0	1661.5
ENSMUSG00000001380	3170.0	1365.0	3077.0	2850.0	3022.5	2490.0
ENSMUSG00000021556	4175.0	3451.0	3053.0	5576.5	1967.0	4552.5
ENSMUSG00000036940	8033.0	6832.0	4016.0	4951.0	6800.5	6172.5
ENSMUSG00000008036	1828.0	2089.0	3263.5	4183.5	1851.5	2315.0
ENSMUSG00000023272	1819.0	209.0	1253.0	466.0	3369.0	2324.5
ENSMUSG00000040997	566.0	3197.0	1700.5	825.0	1140.0	2696.5
ENSMUSG00000021569	1648.0	256.0	1477.0	233.0	1976.0	898.5
ENSMUSG00000024789	269.0	1386.0	285.0	760.5	286.0	1077.5
ENSMUSG00000000184	112.0	10038.0	1172.0	5556.5	230.5	6725.5
ENSMUSG00000036568	3173.0	1161.0	295.5	227.5	1610.5	229.5
ENSMUSG00000042628	1114.0	3048.0	770.0	1195.0	804.0	1507.0
ENSMUSG00000037824	934.0	1287.0	541.0	2445.0	1480.5	1572.5
ENSMUSG00000057236	16422.0	10065.0	18600.0	14728.0	13518.0	11390.0
ENSMUSG00000061207	181.0	101.0	293.5	275.0	540.5	269.5
ENSMUSG00000090290	457.0	174.0	208.0	62.5	400.0	193.5
ENSMUSG00000060260	125.0	407.0	95.5	41.0	76.5	480.5
ENSMUSG00000072582	472.0	316.0	2711.5	1140.0	521.0	394.0
ENSMUSG00000014504	857.0	508.0	2211.5	1123.0	1419.5	983.0
ENSMUSG00000019837	719.0	326.0	1556.0	922.5	433.0	194.0
ENSMUSG00000034681	1893.0	2362.0	2961.5	2574.0	2499.5	1414.5
ENSMUSG00000097769	324.0	48.0	1271.0	84.5	788.0	96.5
ENSMUSG00000020311	886.0	1399.0	997.0	1149.0	816.5	1125.5
ENSMUSG00000031963	69.0	132.0	17.5	21.5	39.5	658.5
ENSMUSG00000044250	717.0	69.0	512.0	79.0	642.0	286.0
ENSMUSG00000024646	1326.0	679.0	6300.0	1675.5	1021.5	704.5
ENSMUSG00000042396	1000.0	1654.0	2146.5	1324.5	1160.5	961.0
ENSMUSG00000050052	409.0	65.0	94.0	74.5	409.5	109.0
ENSMUSG00000048376	1696.0	8121.0	891.5	3712.5	1364.0	4598.0
ENSMUSG00000025494	468.0	29.0	49.0	3.0	404.0	49.0
ENSMUSG00000052833	8311.0	4898.0	8634.5	5630.5	7450.5	7493.0
ENSMUSG00000031897	153.0	65.0	1622.5	162.0	373.5	104.0
ENSMUSG00000070713	389.0	953.0	6163.0	10035.5	1327.0	1480.5
ENSMUSG00000024486	980.0	262.0	9.5	80.5	1160.5	2773.5
ENSMUSG00000028108	39.0	1061.0	18.5	63.0	211.5	6876.0
ENSMUSG00000004665	1413.0	8110.0	3305.5	572.5	2090.5	6527.0
ENSMUSG00000020576	642.0	445.0	691.5	741.5	668.5	1190.0
ENSMUSG00000028886	1384.0	1422.0	1606.5	689.0	1226.5	1486.5
ENSMUSG00000020396	288.0	2.0	520.0	550.0	927.5	32.5
ENSMUSG00000005968	225.0	328.0	80.0	57.0	200.0	854.5
ENSMUSG00000071076	2552.0	980.0	2825.5	7501.0	1992.0	4862.0
ENSMUSG00000030327	1889.0	1838.0	743.0	1743.0	2083.0	1474.5
ENSMUSG00000026496	17985.0	8203.0	7775.5	5960.5	15554.0	5412.0
ENSMUSG00000022673	7656.0	2289.0	6392.0	1901.5	10337.5	4619.0
ENSMUSG00000024975	485.0	2453.0	282.0	694.0	833.5	3212.5
ENSMUSG00000007892	41852.0	21553.0	78574.5	31168.0	30318.0	29468.0
ENSMUSG00000031781	3749.0	1114.0	4149.0	3640.5	3361.0	2412.5
ENSMUSG00000033055	318.0	200.0	410.0	617.5	455.5	376.5
ENSMUSG00000053414	817.0	3097.0	2131.0	657.5	794.0	1581.5
ENSMUSG00000034893	1005.0	837.0	451.0	609.5	1320.5	1254.5
ENSMUSG00000024056	2201.0	1301.0	1250.0	392.0	1264.5	741.5
ENSMUSG00000024169	859.0	1427.0	341.5	833.0	798.5	564.0
ENSMUSG00000030763	1215.0	668.0	1242.0	1238.0	792.5	693.0
ENSMUSG00000004789	3612.0	3743.0	4423.5	4718.0	2957.0	4921.0
ENSMUSG00000095206	330.0	0.0	302.0	0.0	554.5	50.5
ENSMUSG00000025979	1189.0	1897.0	1818.5	2543.5	1452.0	1048.0
ENSMUSG00000022390	3932.0	5295.0	3510.5	5239.5	3370.0	3859.5
ENSMUSG00000073096	177.0	693.0	244.0	526.5	52.0	114.0
ENSMUSG00000029560	1144.0	358.0	1402.5	352.0	1044.0	1022.5
ENSMUSG00000042496	350.0	171.0	242.0	197.5	344.0	211.0
ENSMUSG00000071295	545.0	98.0	459.5	0.0	909.0	189.0
ENSMUSG00000041781	2538.0	1295.0	3080.0	2218.0	2208.0	1822.0
ENSMUSG00000032180	1356.0	727.0	1263.0	448.0	946.5	994.0
ENSMUSG00000058486	481.0	942.0	435.5	357.5	349.0	840.0
ENSMUSG00000042195	896.0	58.0	1241.5	153.5	824.0	193.0
ENSMUSG00000025785	1200.0	444.0	1801.0	457.5	1223.5	662.0
ENSMUSG00000021710	1237.0	399.0	577.5	776.0	1070.5	609.0
ENSMUSG00000021775	521.0	1096.0	339.0	82.5	1453.0	741.5
ENSMUSG00000020952	1698.0	660.0	1947.0	1434.0	1249.5	1124.0
ENSMUSG00000019977	3041.0	2780.0	2227.5	1737.0	2546.5	1634.5
ENSMUSG00000052928	192.0	735.0	143.5	1454.0	115.0	560.5
ENSMUSG00000091086	35415.0	31168.0	55793.5	30207.0	35415.0	31168.0
ENSMUSG00000021646	673.0	173.0	781.5	429.0	429.5	361.5
ENSMUSG00000022462	5453.0	5225.0	4333.5	5184.5	14517.0	10714.0
ENSMUSG00000024966	16369.0	5045.0	12479.0	7595.5	10560.0	6498.0
ENSMUSG00000029135	18.0	276.0	38.5	24.5	254.5	3816.0
ENSMUSG00000001783	3951.0	3780.0	4723.5	3941.5	3962.5	3628.5
ENSMUSG00000020519	490.0	193.0	818.5	343.5	776.5	634.5
ENSMUSG00000090258	1128.0	488.0	11886.0	2951.5	5865.0	2586.0
ENSMUSG00000026893	388.0	137.0	393.0	56.5	418.5	198.0
ENSMUSG00000019971	864.0	578.0	721.0	526.5	723.0	778.0
ENSMUSG00000055720	551.0	686.0	1121.5	1022.0	657.5	360.0
ENSMUSG00000070436	1832.0	19653.0	3993.0	3334.0	795.0	31187.0
ENSMUSG00000000751	9355.0	1644.0	7528.5	2081.5	6845.0	3745.0
ENSMUSG00000051517	362.0	448.0	330.5	58.0	131.5	79.5
ENSMUSG00000071856	64.0	410.0	315.0	388.5	102.0	897.5
ENSMUSG00000044645	848.0	1878.0	913.5	77.5	1007.5	1035.5
ENSMUSG00000014846	158.0	49.0	88.5	2864.0	603.5	41.0
ENSMUSG00000014243	438.0	89.0	1147.0	114.0	355.0	109.5
ENSMUSG00000040447	24.0	119.0	12.0	287.5	10.5	563.0
ENSMUSG00000026558	8417.0	3897.0	5567.5	3736.0	11362.0	7875.5
ENSMUSG00000008429	917.0	1225.0	1534.5	977.0	1006.0	1345.5
ENSMUSG00000026074	4856.0	10381.0	2213.0	9904.5	6209.5	8809.0
ENSMUSG00000061062	3470.0	790.0	5288.0	1934.5	2574.0	1833.0
ENSMUSG00000025487	3668.0	2033.0	4975.0	5249.0	2895.5	2925.0
ENSMUSG00000031684	628.0	455.0	638.0	163.5	425.5	352.0
ENSMUSG00000046230	1346.0	765.0	736.5	574.0	1130.5	1222.0
ENSMUSG00000037519	2054.0	1296.0	1260.5	1010.0	1927.5	2412.5
ENSMUSG00000051243	515.0	6.0	18.5	4351.5	772.0	1012.0
ENSMUSG00000029283	863.0	138.0	676.5	355.5	629.0	411.0
ENSMUSG00000020739	4984.0	713.0	3423.0	1291.5	3705.5	2557.5
ENSMUSG00000085412	583.0	2.0	467.5	174.0	210.5	59.0
ENSMUSG00000078866	586.0	253.0	303.5	196.0	478.0	295.0
ENSMUSG00000035781	1079.0	1433.0	831.5	2482.0	875.5	1412.0
ENSMUSG00000040462	688.0	1092.0	354.0	3152.5	513.0	967.0
ENSMUSG00000057858	971.0	796.0	833.5	856.0	909.5	794.0
ENSMUSG00000032002	1710.0	803.0	3660.0	2033.0	1993.0	1854.0
ENSMUSG00000035551	49.0	22.0	218.5	1400.5	94.0	19.0
ENSMUSG00000075327	231.0	381.0	593.0	311.0	1141.0	730.0
ENSMUSG00000041731	8.0	2286.0	19.5	14.5	1.5	783.5
ENSMUSG00000031858	2100.0	1893.0	2033.0	3527.0	1860.0	2123.5
ENSMUSG00000022257	2172.0	4667.0	4002.5	4764.5	1998.5	1722.0
ENSMUSG00000032827	631.0	1471.0	380.0	1458.0	546.5	750.5
ENSMUSG00000041645	3170.0	2200.0	4277.0	3491.0	4130.0	3158.0
ENSMUSG00000061759	1398.0	1063.0	1415.0	587.0	979.0	670.5
ENSMUSG00000037887	16.0	60.0	39.5	3822.5	28.0	802.0
ENSMUSG00000041935	2598.0	2949.0	2085.0	3378.5	1697.0	1877.5
ENSMUSG00000023150	7424.0	14562.0	4170.5	11379.5	5112.5	9687.0
ENSMUSG00000005682	1888.0	2007.0	874.5	707.5	1481.5	1484.5
ENSMUSG00000019158	919.0	115.0	1043.5	335.0	610.0	313.5
ENSMUSG00000033209	162.0	1997.0	251.5	3283.5	233.0	1371.5
ENSMUSG00000032745	4501.0	6308.0	4082.0	5194.0	4993.5	4284.0
ENSMUSG00000069089	2324.0	1568.0	2577.5	1170.0	1569.0	1403.0
ENSMUSG00000053617	1322.0	5585.0	253.5	1407.0	1320.5	2336.5
ENSMUSG00000036832	27.0	150.0	9.5	30.0	2.0	834.5
ENSMUSG00000083012	661.0	729.0	1037.5	1356.0	916.0	524.0
ENSMUSG00000025340	464.0	300.0	288.5	356.5	567.5	632.0
ENSMUSG00000024622	1464.0	986.0	1147.5	1145.5	1362.0	2000.0
ENSMUSG00000038894	94.0	1569.0	788.5	293.0	483.5	1740.0
ENSMUSG00000028487	390.0	89.0	221.0	64.0	545.0	154.5
ENSMUSG00000095638	2597.0	813.0	204.0	39.0	827.5	211.0
ENSMUSG00000022193	2671.0	1170.0	6106.0	5016.5	4247.0	3223.5
ENSMUSG00000057193	1695.0	4423.0	598.0	571.0	867.0	1078.0
ENSMUSG00000052144	2899.0	3550.0	3533.0	3027.0	3826.0	3540.0
ENSMUSG00000031146	4050.0	5074.0	7331.0	226.0	3726.0	2875.0
ENSMUSG00000037257	1102.0	527.0	939.0	1369.5	989.0	590.0
ENSMUSG00000031788	933.0	378.0	16.5	44.0	967.5	169.0
