ensg	shChd4	shMcrs1	shLuc
ENSMUSG00000004562	315.3333333333333	470.0	378.5
ENSMUSG00000110163	209.66666666666663	384.0	277.5
ENSMUSG00000067599	274.0	445.0	328.5
ENSMUSG00000032435	3209.0	2139.0	3402.0
ENSMUSG00000035770	794.0	496.0	736.0
ENSMUSG00000052477	46.33333333333334	19.0	66.5
ENSMUSG00000029380	30.66666666666667	67.0	8.0
ENSMUSG00000041438	6188.666666666668	4851.0	5488.5
ENSMUSG00000070697	1810.0	636.5	1848.5
ENSMUSG00000067591	158.0	431.0	319.5
ENSMUSG00000034867	1958.666666666667	930.0	2185.5
ENSMUSG00000007827	426.0	254.0	307.0
ENSMUSG00000054708	87.33333333333331	51.5	42.0
ENSMUSG00000067653	32.666666666666664	7.0	31.0
ENSMUSG00000053720	0.0	0.0	0.0
ENSMUSG00000014496	6975.0	7373.5	8964.0
ENSMUSG00000070699	1212.0	1591.0	1022.0
ENSMUSG00000038564	653.0	398.5	377.0
ENSMUSG00000035354	1090.0	1189.5	1270.0
ENSMUSG00000052656	430.66666666666674	483.5	843.5
ENSMUSG00000020140	21.0	6.0	21.5
ENSMUSG00000050199	2334.6666666666665	2815.5	3511.5
ENSMUSG00000042793	68.66666666666667	101.0	87.0
ENSMUSG00000033222	4339.666666666667	2582.0	3752.5
ENSMUSG00000026803	675.0	680.0	495.0
ENSMUSG00000001555	2019.0	3185.5	1727.0
ENSMUSG00000002428	993.0	1071.0	765.5
ENSMUSG00000002808	492.66666666666674	1030.5	467.0
ENSMUSG00000039967	1489.666666666667	1116.0	682.5
ENSMUSG00000038034	1477.666666666667	1352.5	1752.5
ENSMUSG00000037995	1902.0	2493.5	1554.5
ENSMUSG00000079343	6.0	0.0	14.5
ENSMUSG00000042035	980.3333333333335	447.0	1749.5
ENSMUSG00000025162	5517.0	5216.5	5666.5
ENSMUSG00000022433	1744.0	1056.0	3564.5
ENSMUSG00000007833	2004.0	2840.0	2350.5
ENSMUSG00000039244	1548.0	1967.5	1499.0
ENSMUSG00000034940	1101.6666666666667	982.0	1492.5
ENSMUSG00000025794	40485.333333333336	32330.5	36681.0
ENSMUSG00000012405	31052.0	35891.0	33603.0
ENSMUSG00000062328	23451.33333333333	12300.5	19525.0
ENSMUSG00000008682	9905.0	21024.5	7964.5
ENSMUSG00000059291	32170.33333333333	29399.0	38526.0
ENSMUSG00000038900	1848.333333333333	1859.5	2638.5
ENSMUSG00000000740	41466.0	28001.5	36472.5
ENSMUSG00000059070	46929.66666666666	65020.0	59503.0
ENSMUSG00000017404	40859.66666666666	49504.0	42166.0
ENSMUSG00000022314	12499.0	7687.0	13753.5
ENSMUSG00000058244	1274.3333333333333	1373.0	1585.0
ENSMUSG00000049280	127.66666666666669	213.0	96.5
ENSMUSG00000032548	171.66666666666666	394.5	251.0
ENSMUSG00000000628	6562.666666666668	3339.5	4409.0
ENSMUSG00000037012	2025.333333333333	707.5	5217.0
ENSMUSG00000055567	38.333333333333336	8.5	86.5
ENSMUSG00000029298	63.33333333333334	32.0	54.5
ENSMUSG00000074513	1059.6666666666667	707.0	1080.5
ENSMUSG00000028268	146.33333333333334	94.5	154.0
ENSMUSG00000028270	1675.333333333333	2099.0	1708.5
ENSMUSG00000040253	90.0	40.5	59.5
ENSMUSG00000079363	126.33333333333331	106.5	257.0
ENSMUSG00000079109	813.6666666666665	775.5	912.0
ENSMUSG00000048782	92.33333333333331	149.0	90.0
ENSMUSG00000053536	916.0	410.0	625.5
ENSMUSG00000005534	465.33333333333326	287.5	197.0
ENSMUSG00000074217	487.0	595.5	404.0
ENSMUSG00000030722	2205.0	1552.5	2809.0
ENSMUSG00000030619	7992.333333333332	4899.0	5623.5
ENSMUSG00000050947	55.33333333333334	17.5	35.5
ENSMUSG00000032593	19.666666666666668	15.5	23.0
ENSMUSG00000048218	126.33333333333331	56.0	83.0
ENSMUSG00000007097	32.666666666666664	7.5	56.5
ENSMUSG00000025545	1264.6666666666667	678.0	1006.0
ENSMUSG00000025791	1073.3333333333333	623.0	1928.5
ENSMUSG00000029171	4196.0	2606.0	4651.0
ENSMUSG00000056131	1274.6666666666667	1019.5	1397.5
ENSMUSG00000033898	0.0	0.0	189.0
ENSMUSG00000057037	0.0	0.0	0.0
ENSMUSG00000018476	1516.666666666667	772.0	1873.5
ENSMUSG00000052305	0.3333333333333333	0.0	0.0
ENSMUSG00000033885	556.6666666666666	448.5	739.5
ENSMUSG00000029528	2051.6666666666665	1501.0	3263.0
ENSMUSG00000099530	0.0	0.0	0.0
ENSMUSG00000039599	515.6666666666666	665.5	693.0
ENSMUSG00000070044	137.66666666666666	116.5	265.5
ENSMUSG00000052605	65.0	25.0	119.5
ENSMUSG00000086784	373.33333333333326	246.0	372.5
ENSMUSG00000028062	1185.0	730.5	1121.0
ENSMUSG00000091512	1478.666666666667	1619.0	1474.0
ENSMUSG00000097113	64.66666666666667	88.0	32.5
ENSMUSG00000055692	179.33333333333337	52.5	375.0
ENSMUSG00000062175	1861.333333333333	1372.0	2221.5
ENSMUSG00000060586	80.66666666666667	92.5	155.0
ENSMUSG00000025991	1221.3333333333333	856.0	1612.0
ENSMUSG00000064138	457.66666666666674	309.5	554.0
ENSMUSG00000042724	1623.0	1930.5	1313.0
ENSMUSG00000028284	2527.0	2726.0	3714.5
ENSMUSG00000005774	249.0	122.0	206.5
ENSMUSG00000019900	1266.0	1788.5	1191.0
ENSMUSG00000037674	6242.333333333332	6749.5	7226.5
ENSMUSG00000031706	1535.666666666667	1698.5	1914.0
ENSMUSG00000024206	1141.0	742.5	1349.0
ENSMUSG00000040929	1881.0	1790.5	1788.0
ENSMUSG00000034659	952.6666666666665	1602.0	844.5
ENSMUSG00000042757	265.0	182.5	613.0
ENSMUSG00000105402	55.33333333333334	78.0	30.0
ENSMUSG00000069763	24.33333333333333	53.0	12.0
ENSMUSG00000020895	493.66666666666674	508.0	585.5
ENSMUSG00000045980	174.66666666666663	152.5	67.5
ENSMUSG00000025142	4250.333333333333	6326.0	3299.0
ENSMUSG00000071192	27.66666666666667	28.5	79.5
ENSMUSG00000032525	1646.0	1269.5	1824.0
ENSMUSG00000036218	10.0	11.0	15.0
ENSMUSG00000031480	263.3333333333333	199.0	402.0
ENSMUSG00000035357	367.66666666666674	462.0	399.0
ENSMUSG00000097590	20.33333333333333	0.0	6.5
ENSMUSG00000097599	3.333333333333333	0.0	4.5
ENSMUSG00000079104	2247.0	2799.0	2387.5
ENSMUSG00000094973	147.0	4.0	219.5
ENSMUSG00000039252	116.66666666666669	61.5	146.0
ENSMUSG00000024592	259.0	230.5	286.0
ENSMUSG00000028392	1681.0	2548.5	1847.5
ENSMUSG00000009894	3110.666666666666	4480.0	2871.0
ENSMUSG00000021866	4618.0	3439.0	3971.5
ENSMUSG00000031635	371.0	259.5	1.0
ENSMUSG00000020432	1311.3333333333333	1714.0	1233.5
ENSMUSG00000038664	7633.333333333332	7113.5	15333.5
ENSMUSG00000029804	618.0	818.0	882.0
ENSMUSG00000030451	2890.333333333333	2940.0	4649.0
ENSMUSG00000020064	4451.0	3568.5	3797.5
ENSMUSG00000029798	68.0	21.0	37.5
ENSMUSG00000079391	172.0	237.0	113.5
ENSMUSG00000038542	2173.0	2109.5	1767.0
ENSMUSG00000034557	943.3333333333335	795.0	1735.0
ENSMUSG00000042628	1831.0	1601.5	1752.5
ENSMUSG00000025208	2141.0	1660.0	2096.0
ENSMUSG00000055571	0.0	0.0	0.0
ENSMUSG00000062981	3163.0	2162.5	2373.0
ENSMUSG00000022706	1884.666666666667	2194.5	1450.0
ENSMUSG00000048583	3094.0	491.0	3200.5
ENSMUSG00000022548	112.0	43.0	316.5
ENSMUSG00000020053	23.66666666666667	26.0	4.0
ENSMUSG00000063558	37.333333333333336	16.0	27.0
ENSMUSG00000079508	1294.6666666666667	1558.5	1020.5
ENSMUSG00000045624	3840.333333333334	3659.0	2457.5
ENSMUSG00000033420	175.66666666666663	121.5	97.5
ENSMUSG00000022487	72.0	25.5	325.5
ENSMUSG00000029338	212.66666666666663	436.5	318.5
ENSMUSG00000022765	596.6666666666666	395.0	553.0
ENSMUSG00000013646	1774.333333333333	2766.0	1373.5
ENSMUSG00000098178	59883.0	107906.5	107906.5
ENSMUSG00000018669	2987.333333333333	3528.0	2457.5
ENSMUSG00000027487	858.0	1223.5	877.0
ENSMUSG00000038523	32.333333333333336	4.0	26.5
ENSMUSG00000027134	1246.6666666666667	1052.0	1625.0
ENSMUSG00000033192	123.33333333333331	81.0	311.5
ENSMUSG00000021608	1965.333333333333	1798.0	2883.5
ENSMUSG00000031382	0.6666666666666666	0.0	0.0
ENSMUSG00000029716	48.66666666666666	9.0	83.5
ENSMUSG00000033781	347.33333333333326	709.5	261.0
ENSMUSG00000034768	58.0	35.0	38.0
ENSMUSG00000063273	7023.333333333332	8741.5	4063.0
ENSMUSG00000020205	1060.6666666666667	1778.0	906.0
ENSMUSG00000052302	47.66666666666666	44.5	81.0
ENSMUSG00000022364	722.3333333333335	370.5	703.0
ENSMUSG00000038122	282.3333333333333	146.5	309.5
ENSMUSG00000022797	10803.333333333334	5520.5	5657.0
ENSMUSG00000026321	74.0	33.5	114.5
ENSMUSG00000063727	18.33333333333333	32.5	49.5
ENSMUSG00000017830	25.0	11.0	17.5
ENSMUSG00000035051	836.6666666666665	685.0	976.5
ENSMUSG00000000884	583.3333333333334	1326.0	363.5
ENSMUSG00000060371	18.0	17.5	27.5
ENSMUSG00000036983	581.6666666666666	465.5	678.0
ENSMUSG00000043857	183.33333333333331	573.0	334.5
ENSMUSG00000020900	4155.333333333333	2363.0	4506.5
ENSMUSG00000018830	52.66666666666666	33.0	212.5
ENSMUSG00000060180	241.66666666666663	100.5	691.5
ENSMUSG00000030739	768.3333333333335	74.5	1380.0
ENSMUSG00000026014	2315.6666666666665	3544.5	1795.0
ENSMUSG00000041623	1037.6666666666667	1406.5	1057.0
ENSMUSG00000055471	81.33333333333333	84.5	119.5
ENSMUSG00000025156	5855.333333333332	7214.0	4929.0
ENSMUSG00000023170	605.3333333333334	417.5	385.0
ENSMUSG00000078876	3.6666666666666665	5.0	5.0
ENSMUSG00000036264	16.333333333333332	11.5	14.0
ENSMUSG00000034098	59.0	0.0	479.5
ENSMUSG00000020325	151.0	74.0	223.5
ENSMUSG00000022816	2548.333333333333	2565.5	2082.0
ENSMUSG00000092607	1089.6666666666667	902.0	857.0
ENSMUSG00000072066	94.66666666666669	51.5	34.5
ENSMUSG00000067787	958.3333333333335	1406.0	623.5
ENSMUSG00000008307	24.66666666666667	6.0	33.0
ENSMUSG00000060090	2295.6666666666665	1976.0	2345.0
ENSMUSG00000032239	2125.0	2150.5	2590.5
ENSMUSG00000022723	370.0	217.5	236.0
ENSMUSG00000107928	130.33333333333334	6.5	9.5
ENSMUSG00000026656	46.0	20.0	10.5
ENSMUSG00000029036	6576.0	8393.0	6651.5
ENSMUSG00000036533	363.0	335.0	529.0
ENSMUSG00000045664	34.666666666666664	34.5	14.0
ENSMUSG00000049521	421.66666666666674	405.0	984.0
ENSMUSG00000021701	3379.666666666666	3662.5	5263.0
ENSMUSG00000035486	461.33333333333326	358.5	492.5
ENSMUSG00000025758	1888.666666666667	2920.0	2662.0
ENSMUSG00000041598	1489.333333333333	1231.0	1255.0
ENSMUSG00000026005	1563.666666666667	1662.5	1247.0
ENSMUSG00000097284	64.0	34.5	29.5
ENSMUSG00000050271	1834.666666666667	2423.5	2770.5
ENSMUSG00000001173	1083.0	851.5	1090.0
ENSMUSG00000036368	85.66666666666667	126.5	39.0
ENSMUSG00000070730	894.6666666666665	607.5	1322.5
ENSMUSG00000028229	1557.666666666667	1552.5	1910.5
ENSMUSG00000021036	2781.0	3458.5	4115.0
ENSMUSG00000021468	1341.6666666666667	1349.5	1360.0
ENSMUSG00000028777	179.0	480.5	358.0
ENSMUSG00000091490	1692.0	955.0	2255.5
ENSMUSG00000031651	831.0	696.5	1072.0
ENSMUSG00000028106	1548.0	1695.5	1327.5
ENSMUSG00000094462	0.0	0.0	0.0
ENSMUSG00000022195	1008.6666666666665	939.0	1064.0
ENSMUSG00000027210	115.66666666666669	129.5	126.0
ENSMUSG00000020160	106.66666666666669	106.0	53.5
ENSMUSG00000092019	429.33333333333326	12.0	223.5
ENSMUSG00000028378	1425.0	1465.5	2046.5
ENSMUSG00000072946	811.0	515.5	849.0
ENSMUSG00000053510	6302.0	4535.5	7055.5
ENSMUSG00000036678	4364.0	5455.5	3876.5
ENSMUSG00000024570	2243.333333333333	2922.5	1699.5
ENSMUSG00000021598	691.0	297.5	740.5
ENSMUSG00000018923	839.6666666666665	1324.5	724.0
ENSMUSG00000079487	1514.666666666667	834.0	1727.5
ENSMUSG00000034297	4897.333333333333	4967.0	6296.5
ENSMUSG00000013833	1670.0	1359.5	2169.5
ENSMUSG00000031935	3159.0	2897.5	3190.5
ENSMUSG00000066042	564.3333333333334	521.5	633.5
ENSMUSG00000027080	2859.333333333333	2916.0	2016.5
ENSMUSG00000022842	1128.6666666666667	2046.5	508.5
ENSMUSG00000057530	1160.0	475.0	1763.5
ENSMUSG00000045201	70.0	165.0	72.0
ENSMUSG00000030782	664.3333333333334	1889.0	732.0
ENSMUSG00000050931	117.66666666666669	234.0	192.0
ENSMUSG00000040451	791.0	976.0	540.0
ENSMUSG00000078240	12.0	3.0	12.0
ENSMUSG00000027961	19.0	5.0	24.0
ENSMUSG00000115483	17.666666666666668	9.5	35.5
ENSMUSG00000090958	96.66666666666669	22.5	184.0
ENSMUSG00000027702	389.66666666666674	125.5	349.5
ENSMUSG00000060204	33.0	25.0	3.0
ENSMUSG00000110393	75.66666666666667	60.5	49.0
ENSMUSG00000049674	234.33333333333331	344.0	699.0
ENSMUSG00000060503	1433.666666666667	1235.5	1051.0
ENSMUSG00000073898	171.33333333333334	0.5	1.5
ENSMUSG00000039323	23671.66666666667	35692.5	32980.0
ENSMUSG00000020427	2688.333333333333	3853.5	1117.5
ENSMUSG00000023046	24.66666666666667	48.0	18.0
ENSMUSG00000036256	437.0	386.5	608.5
ENSMUSG00000017493	1601.0	920.5	1598.5
ENSMUSG00000026185	83.66666666666667	69.0	74.0
ENSMUSG00000005465	31.66666666666667	5.5	26.5
ENSMUSG00000045589	21.66666666666667	0.0	13.0
ENSMUSG00000006931	1115.3333333333333	1334.5	1011.5
ENSMUSG00000015488	271.6666666666667	268.5	132.0
ENSMUSG00000000028	2150.6666666666665	2424.0	1645.5
ENSMUSG00000071335	26.66666666666667	50.5	19.0
ENSMUSG00000096687	144.66666666666666	123.0	129.0
ENSMUSG00000006699	17293.0	12006.5	9429.5
ENSMUSG00000034602	2355.0	2339.5	3288.0
ENSMUSG00000057858	510.0	525.5	1156.0
ENSMUSG00000019433	3481.333333333333	4981.0	5107.5
ENSMUSG00000039131	98.66666666666669	90.5	109.0
ENSMUSG00000034872	50.0	22.0	74.0
ENSMUSG00000024767	3758.666666666666	4217.5	3357.5
ENSMUSG00000021203	173.0	85.5	29.5
ENSMUSG00000032691	7.0	0.0	108.0
ENSMUSG00000068250	221.0	289.0	216.5
ENSMUSG00000054405	5487.666666666667	2586.0	4886.0
ENSMUSG00000021811	2828.333333333333	2387.0	2458.5
ENSMUSG00000000826	3939.333333333334	5416.0	6087.0
ENSMUSG00000028528	368.66666666666674	117.5	370.0
ENSMUSG00000014195	4082.333333333334	2343.5	2602.0
ENSMUSG00000050138	67.66666666666667	166.5	9.0
ENSMUSG00000045404	51.66666666666666	162.0	41.0
ENSMUSG00000022136	627.3333333333334	600.0	701.0
ENSMUSG00000029464	1237.0	625.0	2044.5
ENSMUSG00000028848	989.0	1233.5	985.5
ENSMUSG00000064037	3819.0	4771.5	2420.0
ENSMUSG00000060166	1359.3333333333333	1358.0	1477.0
ENSMUSG00000033114	147.33333333333334	46.0	149.5
ENSMUSG00000020630	420.33333333333326	332.5	522.5
ENSMUSG00000039616	285.3333333333333	622.0	264.0
ENSMUSG00000036323	7896.333333333332	6118.5	9144.5
ENSMUSG00000024726	1715.666666666667	1691.5	3021.5
ENSMUSG00000031425	59.66666666666666	64.0	26.5
ENSMUSG00000031146	6531.666666666668	7256.5	4698.5
ENSMUSG00000093847	80.66666666666667	4.5	26.0
ENSMUSG00000104544	1.6666666666666667	3.0	3.0
ENSMUSG00000002658	2204.333333333333	1399.5	2120.5
ENSMUSG00000097550	106.66666666666669	8.5	85.0
ENSMUSG00000079481	71.66666666666667	95.0	48.5
ENSMUSG00000044338	7.666666666666668	5.0	3.5
ENSMUSG00000040339	252.33333333333331	253.5	157.0
ENSMUSG00000039157	683.0	610.5	717.0
ENSMUSG00000090854	491.66666666666674	120.5	408.0
ENSMUSG00000075132	777.6666666666665	811.0	920.5
ENSMUSG00000079043	595.0	549.5	272.5
ENSMUSG00000050023	1.0	0.5	1.5
ENSMUSG00000021532	880.3333333333335	839.0	624.0
ENSMUSG00000027086	884.0	696.5	872.0
ENSMUSG00000056995	130.66666666666666	1.0	230.5
ENSMUSG00000032952	705.3333333333335	887.0	593.5
ENSMUSG00000021938	5420.0	6775.5	7418.5
ENSMUSG00000057021	0.0	0.0	0.0
ENSMUSG00000024924	247.66666666666663	102.0	187.0
ENSMUSG00000048349	60.66666666666666	41.0	53.0
ENSMUSG00000027428	314.0	105.5	348.5
ENSMUSG00000041238	627.0	576.0	975.5
ENSMUSG00000031781	7054.0	15772.5	7924.0
ENSMUSG00000030779	3970.666666666666	4442.5	4058.0
ENSMUSG00000026439	2891.666666666666	3047.0	2114.0
ENSMUSG00000057236	74689.0	107949.5	37913.0
ENSMUSG00000037573	374.0	203.0	458.0
ENSMUSG00000048546	620.3333333333334	335.0	1002.0
ENSMUSG00000051314	0.0	0.0	0.0
ENSMUSG00000019429	0.3333333333333333	0.0	0.5
ENSMUSG00000054200	6.0	18.0	9.5
ENSMUSG00000036285	2273.0	3167.5	2785.0
ENSMUSG00000095789	24.33333333333333	11.5	34.0
ENSMUSG00000015189	363.66666666666674	361.0	289.5
ENSMUSG00000024843	2986.0	2974.0	3912.0
ENSMUSG00000022617	585.0	463.5	290.5
ENSMUSG00000034265	83.66666666666667	49.0	78.0
ENSMUSG00000026131	8513.333333333334	5319.5	8266.0
ENSMUSG00000054889	4876.0	3463.5	8626.0
ENSMUSG00000001761	1594.0	1935.5	1047.0
ENSMUSG00000016181	1600.0	1093.0	1163.0
ENSMUSG00000049422	11965.0	9027.5	11804.5
ENSMUSG00000039497	1409.666666666667	1376.0	1271.5
ENSMUSG00000047674	28.33333333333333	0.0	58.5
ENSMUSG00000031299	7360.0	4623.0	4124.5
ENSMUSG00000035798	364.0	354.5	251.0
ENSMUSG00000023886	50.33333333333334	80.5	49.5
ENSMUSG00000009013	8797.666666666666	5862.5	5556.5
ENSMUSG00000005718	651.3333333333334	422.0	659.0
ENSMUSG00000020483	2909.0	3348.5	4659.0
ENSMUSG00000021136	1317.0	1342.0	2018.5
ENSMUSG00000027933	3844.666666666666	3809.5	3370.0
ENSMUSG00000018068	2426.333333333333	2596.0	3012.5
ENSMUSG00000029547	7047.666666666668	5729.5	9128.0
ENSMUSG00000037461	3192.0	5035.0	3385.5
ENSMUSG00000032726	35.333333333333336	86.5	16.0
ENSMUSG00000002384	158.66666666666666	104.0	313.0
ENSMUSG00000025133	2565.6666666666665	1759.5	2632.0
ENSMUSG00000021975	4086.333333333334	3883.5	3217.5
ENSMUSG00000040738	2278.333333333333	1321.0	2779.0
ENSMUSG00000015882	1925.0	1567.0	1770.5
ENSMUSG00000024780	1492.666666666667	1019.0	1181.5
ENSMUSG00000032014	71.0	98.0	113.5
ENSMUSG00000021460	484.0	356.5	595.5
ENSMUSG00000069170	492.0	513.0	457.5
ENSMUSG00000036223	705.3333333333335	450.5	553.0
ENSMUSG00000021109	8337.333333333334	9337.0	9241.5
ENSMUSG00000043003	188.0	209.0	189.0
ENSMUSG00000090936	8.666666666666666	24.5	18.0
ENSMUSG00000034024	38849.0	26592.0	54358.5
ENSMUSG00000078653	41.66666666666666	30.5	33.0
ENSMUSG00000022339	2305.333333333333	2193.0	2510.5
ENSMUSG00000022234	32218.0	31086.5	28670.0
ENSMUSG00000060679	2507.0	2065.0	3235.0
ENSMUSG00000046756	2486.333333333333	3474.5	1575.0
ENSMUSG00000039680	1640.666666666667	4505.5	1233.0
ENSMUSG00000027374	3303.666666666666	2045.0	4730.0
ENSMUSG00000035772	2475.6666666666665	1353.5	1712.5
ENSMUSG00000043421	301.3333333333333	458.5	187.5
ENSMUSG00000034520	1562.333333333333	1196.5	1608.0
ENSMUSG00000023467	76.66666666666667	51.5	50.5
ENSMUSG00000001521	2390.6666666666665	2712.5	2423.0
ENSMUSG00000037446	214.33333333333331	96.0	266.0
ENSMUSG00000034377	1358.3333333333333	2480.5	1954.5
ENSMUSG00000033306	1571.0	1723.5	900.5
ENSMUSG00000009356	27.66666666666667	59.0	12.0
ENSMUSG00000015568	262.0	413.0	274.5
ENSMUSG00000051256	1230.0	1639.0	978.0
ENSMUSG00000039097	56.0	182.5	155.0
ENSMUSG00000045232	120.66666666666669	169.0	42.5
ENSMUSG00000058355	19771.33333333333	16426.0	18955.5
ENSMUSG00000064325	62.0	93.0	67.5
ENSMUSG00000034810	23.0	61.0	45.0
ENSMUSG00000045210	4192.333333333333	4217.5	3901.0
ENSMUSG00000040856	362.66666666666674	557.5	159.0
ENSMUSG00000047844	2191.6666666666665	721.5	1476.5
ENSMUSG00000046432	7223.333333333332	4341.5	8855.5
ENSMUSG00000042750	1032.6666666666667	763.5	1071.0
ENSMUSG00000050071	10851.666666666666	6615.5	12215.5
ENSMUSG00000004895	5309.333333333333	6271.0	5307.0
ENSMUSG00000032480	6707.333333333332	7817.5	8421.5
ENSMUSG00000053916	230.0	339.0	216.5
ENSMUSG00000028334	3114.333333333333	2639.5	3428.0
ENSMUSG00000061119	1005.0	1777.0	1076.5
ENSMUSG00000010392	690.6666666666665	613.0	791.5
ENSMUSG00000048668	1330.3333333333333	1765.0	830.0
ENSMUSG00000038943	3528.666666666666	1615.0	3415.5
ENSMUSG00000031847	53.66666666666666	25.5	24.5
ENSMUSG00000024991	25066.0	15546.0	23219.0
ENSMUSG00000095640	0.0	0.0	0.0
ENSMUSG00000034206	493.33333333333326	272.0	523.0
ENSMUSG00000039176	5592.333333333332	4832.5	7305.0
ENSMUSG00000007080	5194.666666666667	3346.5	5078.0
ENSMUSG00000031536	392.66666666666674	288.0	414.5
ENSMUSG00000045102	15.0	9.5	29.5
ENSMUSG00000020474	321.6666666666667	224.5	214.0
ENSMUSG00000025218	784.3333333333335	596.0	809.5
ENSMUSG00000021668	446.66666666666674	504.5	167.5
ENSMUSG00000038425	1075.6666666666667	849.5	892.0
ENSMUSG00000023953	244.33333333333331	236.0	337.0
ENSMUSG00000044454	0.0	0.0	0.0
ENSMUSG00000063842	0.0	0.0	0.0
ENSMUSG00000027076	750.6666666666665	1566.5	414.0
ENSMUSG00000028274	1113.3333333333333	648.5	1202.5
ENSMUSG00000022598	18.33333333333333	19.0	28.0
ENSMUSG00000046574	4064.0	3623.5	2955.5
ENSMUSG00000023048	748.3333333333335	634.0	375.0
ENSMUSG00000020493	639.6666666666666	586.5	294.0
ENSMUSG00000073565	371.33333333333326	0.0	922.5
ENSMUSG00000027496	4795.666666666667	3628.0	3590.5
ENSMUSG00000030822	2253.333333333333	3376.0	1888.5
ENSMUSG00000016554	13786.666666666664	12981.5	11665.0
ENSMUSG00000055945	54.66666666666666	72.5	24.0
ENSMUSG00000058741	347.66666666666674	387.5	187.5
ENSMUSG00000037020	1707.666666666667	1869.5	2204.5
ENSMUSG00000042050	206.0	111.0	330.0
ENSMUSG00000061559	2131.0	1882.0	1980.5
ENSMUSG00000026523	60.33333333333334	53.5	79.0
ENSMUSG00000052794	290.3333333333333	195.5	173.5
ENSMUSG00000026687	4461.0	3358.5	3567.5
ENSMUSG00000074922	256.0	117.5	191.0
ENSMUSG00000036022	822.0	711.5	1249.0
ENSMUSG00000055150	43.33333333333334	8.5	31.5
ENSMUSG00000069184	88.0	0.0	32.5
ENSMUSG00000059975	448.66666666666674	308.0	227.0
ENSMUSG00000028369	28.0	50.5	17.0
ENSMUSG00000007603	2801.666666666666	4016.5	3060.5
ENSMUSG00000045752	1258.6666666666667	1658.0	1084.0
ENSMUSG00000019338	2110.333333333333	1556.0	2155.0
ENSMUSG00000045251	304.3333333333333	453.0	292.5
ENSMUSG00000048921	224.33333333333331	319.0	214.0
ENSMUSG00000107906	51.66666666666666	3.0	51.0
ENSMUSG00000022674	1101.6666666666667	861.0	343.5
ENSMUSG00000023000	40.0	91.0	22.5
ENSMUSG00000028955	2041.0	3021.0	2663.0
ENSMUSG00000023039	417.66666666666674	361.0	928.5
ENSMUSG00000001419	1586.666666666667	1157.5	2232.0
ENSMUSG00000048118	466.0	310.0	362.0
ENSMUSG00000049382	10744.0	13084.0	11625.5
ENSMUSG00000047264	677.3333333333334	618.5	333.5
ENSMUSG00000070902	33.0	5.0	24.5
ENSMUSG00000020950	32.333333333333336	14.0	14.0
ENSMUSG00000026209	2929.0	4320.5	2474.0
ENSMUSG00000074139	9.333333333333334	22.5	16.5
ENSMUSG00000004843	1698.333333333333	2322.5	1941.5
ENSMUSG00000033916	1703.666666666667	876.5	1171.0
ENSMUSG00000028801	15.0	6.0	22.5
ENSMUSG00000024966	28770.0	16520.0	26136.0
ENSMUSG00000025395	2077.0	1191.0	1508.5
ENSMUSG00000026134	1418.666666666667	997.5	1714.5
ENSMUSG00000028476	400.0	295.0	717.0
ENSMUSG00000034168	3651.333333333334	1176.5	1937.5
ENSMUSG00000108072	460.66666666666674	492.5	85.0
ENSMUSG00000097554	22326.66666666667	12866.5	22433.0
ENSMUSG00000009731	345.66666666666674	473.0	340.5
ENSMUSG00000063952	1657.333333333333	1373.0	1623.0
ENSMUSG00000001632	1949.333333333333	1593.5	2900.5
ENSMUSG00000035266	847.0	899.5	1136.5
ENSMUSG00000000355	2727.333333333333	3185.0	1914.0
ENSMUSG00000042814	592.0	557.0	322.0
ENSMUSG00000020721	7396.666666666668	5990.0	5189.5
ENSMUSG00000051495	1268.0	642.0	1139.5
ENSMUSG00000002324	551.3333333333334	241.5	698.0
ENSMUSG00000044030	2396.0	2963.0	1205.5
ENSMUSG00000020228	1935.0	838.5	1927.0
ENSMUSG00000053965	353.33333333333326	390.0	243.0
ENSMUSG00000024790	1687.333333333333	3164.5	2143.0
ENSMUSG00000108379	8.333333333333334	0.0	3.0
ENSMUSG00000031786	23.33333333333333	14.5	64.0
ENSMUSG00000056598	78.0	48.0	52.0
ENSMUSG00000073102	97.33333333333331	56.0	103.5
ENSMUSG00000069911	59.0	49.5	12.0
ENSMUSG00000073805	112.66666666666669	168.5	49.5
ENSMUSG00000104667	71.0	16.5	85.0
ENSMUSG00000031112	577.0	334.0	557.0
ENSMUSG00000085601	57.0	60.5	15.5
ENSMUSG00000063410	2370.6666666666665	1647.5	2080.5
ENSMUSG00000070867	60.66666666666666	142.0	35.5
ENSMUSG00000106820	179.33333333333337	155.5	146.0
ENSMUSG00000024331	446.33333333333326	594.5	473.5
ENSMUSG00000044322	0.0	0.0	0.0
ENSMUSG00000015340	35.666666666666664	19.5	19.5
ENSMUSG00000006519	1333.0	1602.5	1996.0
ENSMUSG00000041859	15944.333333333336	10828.5	16910.0
ENSMUSG00000020267	7406.666666666668	9367.5	5971.0
ENSMUSG00000028470	573.6666666666666	425.5	411.0
ENSMUSG00000002870	13148.666666666664	9340.5	13234.0
ENSMUSG00000022556	1557.333333333333	2504.5	1248.0
ENSMUSG00000045802	60.33333333333334	0.0	377.0
ENSMUSG00000000594	719.6666666666665	233.5	768.0
ENSMUSG00000070345	63.66666666666666	15.5	94.5
